Date,Hits,Year,Month,Day,Fuente
2020-03-02,60,2020,mar,2,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-03,63,2020,mar,3,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-04,84,2020,mar,4,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-05,81,2020,mar,5,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-06,86,2020,mar,6,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-07,55,2020,mar,7,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-08,69,2020,mar,8,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-09,100,2020,mar,9,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-10,78,2020,mar,10,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-11,59,2020,mar,11,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-12,57,2020,mar,12,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-13,32,2020,mar,13,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-14,23,2020,mar,14,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-15,28,2020,mar,15,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-16,34,2020,mar,16,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-17,27,2020,mar,17,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-18,40,2020,mar,18,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-19,41,2020,mar,19,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-20,28,2020,mar,20,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-21,20,2020,mar,21,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-22,20,2020,mar,22,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-23,33,2020,mar,23,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-24,33,2020,mar,24,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-25,41,2020,mar,25,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-26,37,2020,mar,26,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-27,36,2020,mar,27,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-28,27,2020,mar,28,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-29,29,2020,mar,29,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-30,41,2020,mar,30,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-03-31,46,2020,mar,31,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-01,41,2020,abr,1,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-02,25,2020,abr,2,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-03,36,2020,abr,3,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-04,25,2020,abr,4,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-05,26,2020,abr,5,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-06,40,2020,abr,6,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-07,33,2020,abr,7,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-08,36,2020,abr,8,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-09,33,2020,abr,9,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-10,27,2020,abr,10,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-11,25,2020,abr,11,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-12,28,2020,abr,12,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-13,32,2020,abr,13,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-14,35,2020,abr,14,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-15,42,2020,abr,15,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-16,36,2020,abr,16,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-17,37,2020,abr,17,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-18,27,2020,abr,18,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-19,40,2020,abr,19,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-20,53,2020,abr,20,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-21,43,2020,abr,21,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-22,40,2020,abr,22,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-23,39,2020,abr,23,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-24,39,2020,abr,24,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-25,47,2020,abr,25,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-26,32,2020,abr,26,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-27,55,2020,abr,27,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-28,41,2020,abr,28,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-29,50,2020,abr,29,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-04-30,51,2020,abr,30,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-01,40,2020,may,1,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-02,31,2020,may,2,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-03,36,2020,may,3,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-04,48,2020,may,4,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-05,47,2020,may,5,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-06,50,2020,may,6,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-07,53,2020,may,7,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-08,54,2020,may,8,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-09,47,2020,may,9,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-10,34,2020,may,10,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-11,38,2020,may,11,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-12,53,2020,may,12,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-13,54,2020,may,13,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-14,45,2020,may,14,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-15,51,2020,may,15,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-16,37,2020,may,16,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-17,40,2020,may,17,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-18,52,2020,may,18,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-19,53,2020,may,19,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-20,47,2020,may,20,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-21,53,2020,may,21,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-22,45,2020,may,22,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-23,37,2020,may,23,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-24,36,2020,may,24,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-25,51,2020,may,25,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-26,48,2020,may,26,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-27,59,2020,may,27,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-28,53,2020,may,28,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-29,51,2020,may,29,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-30,44,2020,may,30,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-05-31,43,2020,may,31,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-01,51,2020,jun,1,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-02,59,2020,jun,2,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-03,47,2020,jun,3,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-04,51,2020,jun,4,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-05,44,2020,jun,5,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-06,37,2020,jun,6,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-07,37,2020,jun,7,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-08,39,2020,jun,8,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-09,65,2020,jun,9,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-10,46,2020,jun,10,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-11,46,2020,jun,11,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-12,50,2020,jun,12,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-13,34,2020,jun,13,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-14,38,2020,jun,14,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-15,44,2020,jun,15,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-16,51,2020,jun,16,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-17,61,2020,jun,17,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-18,52,2020,jun,18,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-19,46,2020,jun,19,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-20,29,2020,jun,20,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-21,32,2020,jun,21,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-22,46,2020,jun,22,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-23,45,2020,jun,23,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-24,56,2020,jun,24,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-25,59,2020,jun,25,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-26,44,2020,jun,26,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-27,34,2020,jun,27,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
2020-06-28,38,2020,jun,28,"Elaboración propia, método Webscrapping.  Massicotte, P., & Eddelbuettel, D. (2020). gtrendsR: Perform and Display Google Trends Queries (1.4.7) [Computer software]. https://CRAN.R-project.org/package=gtrendsR "
